Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Semantic History: Ontology-Based Modeling of Users’ Web Browsing Behaviors for Improved Web Page Revisitation,Intelligent Systems in Cybernetics and Automation Control Theory,,,,10.1007/978-3-030-00184-1_19,Imam ud DinShah KhusroIrfan UllahAzhar Rauf,2019,https://link.springer.com/chapter/10.1007/978-3-030-00184-1_19,Conference paper
Controlling Data,Immersive Office 365,,,,10.1007/978-1-4842-5845-3_2,Alexander Meijers,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5845-3_2,Chapter
Getting Started with Ring,Beginning Ring Programming,,,,10.1007/978-1-4842-5833-0_1,Mansour Ayouni,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5833-0_1,Chapter
Working with Real-Time Data,Practical Highcharts with Angular,,,,10.1007/978-1-4842-5744-9_5,Sourabh Mishra,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5744-9_5,Chapter
"Authentication, Authorization, and Middleware",Beginning Laravel,,,,10.1007/978-1-4842-4991-8_8,Sanjib Sinha,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4991-8_8,Chapter
Ransomware Families,Ransomware Revealed,,,,10.1007/978-1-4842-4255-1_3,Nihad A. Hassan,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4255-1_3,Chapter
Model Transformations in the MOF Meta-Modeling Architecture: From UML to CodeIgniter PHP Framework,Europe and MENA Cooperation Advances in Information and Communication Technologies,,,,10.1007/978-3-319-46568-5_23,Oualid BetariMohammed ErramdaniSarra RoubiKarim ArrhiouiSamir Mbarki,2017,https://link.springer.com/chapter/10.1007/978-3-319-46568-5_23,Conference paper
Performance Testing Tasks,Performance Testing,,,,10.1007/978-1-4842-7255-8_4,Keith Yorkston,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7255-8_4,Chapter
Web-Based Wireless Controlled Robot for Night Vision Surveillance Using Shell Script with Raspberry Pi,"Complex, Intelligent, and Software Intensive Systems",,,,10.1007/978-3-319-93659-8_49,Hasan SalmanSamuel AcheampongHe Xu,2019,https://link.springer.com/chapter/10.1007/978-3-319-93659-8_49,Conference paper
Web Back-End System,Practical Azure Functions,,,,10.1007/978-1-4842-5067-9_5,Agus KurniawanWely Lau,2019,https://link.springer.com/chapter/10.1007/978-1-4842-5067-9_5,Chapter
A Pinch of Django,Designing Microservices with Django,,,,10.1007/978-1-4842-5358-8_2,Akos Hochrein,2019,https://link.springer.com/chapter/10.1007/978-1-4842-5358-8_2,Chapter
3D Video Tools,"3D Visual Content Creation, Coding and Delivery",,,,10.1007/978-3-319-77842-6_9,Emil DumicKhaled BoussettaLuis A. da Silva CruzTasos DagiuklasAntonio LiottaIlias PolitisYuansong QiaoA. Murat TekalpMaria Torres VegaYuhang Ye,2019,https://link.springer.com/chapter/10.1007/978-3-319-77842-6_9,Chapter
Working with the File and Operating System,Beginning PHP and MySQL,,,,10.1007/978-1-4302-6044-8_10,Frank M. Kromann,2018,https://link.springer.com/chapter/10.1007/978-1-4302-6044-8_10,Chapter
How to Inject Request Forgery,Bug Bounty Hunting for Web Security,,,,10.1007/978-1-4842-5391-5_3,Sanjib Sinha,2019,https://link.springer.com/chapter/10.1007/978-1-4842-5391-5_3,Chapter
Jekyll RDF: Template-Based Linked Data Publication with Minimized Effort and Maximum Scalability,Web Engineering,,,,10.1007/978-3-030-19274-7_24,Natanael ArndtSebastian ZänkerGezim SejdiuSebastian Tramp,2019,https://link.springer.com/chapter/10.1007/978-3-030-19274-7_24,Conference paper
Kraken,JavaScript Frameworks for Modern Web Development,,,,10.1007/978-1-4842-4995-6_8,Sufyan bin UzayrNicholas CloudTim Ambler,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4995-6_8,Chapter
Response Attempts of Traditional Publishing Industry to Emerging Industries Such as Internet,China’s Publishing Industry in the Era of Big Data,,,,10.1007/978-981-19-0428-8_5,Li ZhangJunlin QuJing JieNannan Liang,2022,https://link.springer.com/chapter/10.1007/978-981-19-0428-8_5,Chapter
"Revolutions 1916/1917: Lynd, War Issues, the ITGWU","Bernard Shaw, Sean O’Casey, and the Dead James Connolly",,,,10.1007/978-3-030-74274-4_3,Nelson O’Ceallaigh Ritschel,2021,https://link.springer.com/chapter/10.1007/978-3-030-74274-4_3,Chapter
Handling Continuous Streams for Meteorological Mapping,Service-Oriented Mapping,,,,10.1007/978-3-319-72434-8_13,Chris SchubertHarald Bamberger,2019,https://link.springer.com/chapter/10.1007/978-3-319-72434-8_13,Chapter
Introducing .NET Core,Pro C# 8 with .NET Core 3,,,,10.1007/978-1-4842-5756-2_1,Andrew TroelsenPhil Japikse,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5756-2_1,Chapter
Security,Using and Administering Linux: Volume 3,,,,10.1007/978-1-4842-5485-1_16,David Both,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5485-1_16,Chapter
Network Aware Defenses for Intrusion Recognition and Response (NADIR),Proceedings of the Future Technologies Conference (FTC) 2018,,,,10.1007/978-3-030-02683-7_17,Nont AssawakomenkoolYash PatelJonathan Voris,2019,https://link.springer.com/chapter/10.1007/978-3-030-02683-7_17,Conference paper
Requirements and Use Cases for Digital Sound Archives in Ethnomusicology,Computational Phonogram Archiving,,,,10.1007/978-3-030-02695-0_11,Jonas Franke,2019,https://link.springer.com/chapter/10.1007/978-3-030-02695-0_11,Chapter
Evaluating the Static Relative Positioning Accuracy of a GPS Equipment by Linear Models,"Innovation, Engineering and Entrepreneurship",,,,10.1007/978-3-319-91334-6_114,M. Filomena TeodoroFernando M. Gonçalves,2019,https://link.springer.com/chapter/10.1007/978-3-319-91334-6_114,Conference paper
A Culture of Automation and Continual Testing,Apple Device Management,,,,10.1007/978-1-4842-5388-5_9,Charles EdgeRich Trouton,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5388-5_9,Chapter
Using a Content Delivery Network,Building Scalable PHP Web Applications Using the Cloud,,,,10.1007/978-1-4842-5212-3_8,Jonathan Bartlett,2019,https://link.springer.com/chapter/10.1007/978-1-4842-5212-3_8,Chapter
Pseudo Selectors,CSS3 Quick Syntax Reference,,,,10.1007/978-1-4842-4903-1_5,Mikael Olsson,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4903-1_5,Chapter
"Protecting IoT and ICS Platforms Against Advanced Persistent Threat Actors: Analysis of APT1, Silent Chollima and Molerats",Handbook of Big Data and IoT Security,,,,10.1007/978-3-030-10543-3_10,Samuel GroobyTooska DargahiAli Dehghantanha,2019,https://link.springer.com/chapter/10.1007/978-3-030-10543-3_10,Chapter
Construction of Search Engine System Based on Multithread Distributed Web Crawler,Frontier Computing,,,,10.1007/978-981-13-3648-5_190,Hongsheng XuGanglong FanKe Li,2019,https://link.springer.com/chapter/10.1007/978-981-13-3648-5_190,Conference paper
Consuming Microsoft Cognitive APIs,"IoT, AI, and Blockchain for .NET",,,,10.1007/978-1-4842-3709-0_5,Nishith PathakAnurag Bhandari,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3709-0_5,Chapter
A Model-Driven Method for Fast Building Consistent Web Services from OpenAPI-Compatible Models,Model-Driven Engineering and Software Development,,,,10.1007/978-3-030-11030-7_2,David SferruzzaJérôme RocheteauChristian AttiogbéArnaud Lanoix,2019,https://link.springer.com/chapter/10.1007/978-3-030-11030-7_2,Conference paper
Malware and Persistence,Cyber Operations,,,,10.1007/978-1-4842-4294-0_11,Mike O’Leary,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4294-0_11,Chapter
Firmware Reverse Engineering and Exploitation,The IoT Hacker's Handbook,,,,10.1007/978-1-4842-4300-8_7,Aditya Gupta,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4300-8_7,Chapter
High-Level Automatic Event Detection and User Classification in a Social Network Context,Graphical Models for Security,,,,10.1007/978-3-030-36537-0_10,Fabio PersiaSven Helmer,2019,https://link.springer.com/chapter/10.1007/978-3-030-36537-0_10,Conference paper
Authenticating Your Users,Beginning PHP and MySQL,,,,10.1007/978-1-4302-6044-8_14,Frank M. Kromann,2018,https://link.springer.com/chapter/10.1007/978-1-4302-6044-8_14,Chapter
Creating a Digital Consulting Solution for Project Management Assessments at Dr. Kuhl Unternehmensberatung: Development and Initial Demonstration of a Fully Automated Asset-Based Consulting Approach,Digitalization Cases,,,,10.1007/978-3-319-95273-4_12,Volker NissenJochen KuhlHendrik KräftHenry SeifertJakob ReiterJim Eidmann,2019,https://link.springer.com/chapter/10.1007/978-3-319-95273-4_12,Chapter
Migrate to a Host and Back Up Your Website Database,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_7,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_7,Chapter
Develop Bots Using .NET Core,Developing Bots with Microsoft Bots Framework,,,,10.1007/978-1-4842-3312-2_2,Srikanth MachirajuRitesh Modi,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3312-2_2,Chapter
Create a Message Board,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_10,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_10,Chapter
Create Login/Logout Functionality for Members and an Administrator,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_3,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_3,Chapter
Join Multiple Tables and Other Enhancements,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_9,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_9,Chapter
Expand and Enrich Your Website,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_5,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_5,Chapter
Create an Administration Interface,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_4,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_4,Chapter
Server-Side Scripting Languages,Encyclopedia of Social Network Analysis and Mining,,,,10.1007/978-1-4939-7131-2_363,Ludger Martin,2018,https://link.springer.com/rwe/10.1007/978-1-4939-7131-2_363,Reference work entry
Advanced Persistent Threats and Zero-Day Exploits in Industrial Internet of Things,Security and Privacy Trends in the Industrial Internet of Things,,,,10.1007/978-3-030-12330-7_3,Ioannis StelliosPanayiotis KotzanikolaouMihalis Psarakis,2019,https://link.springer.com/chapter/10.1007/978-3-030-12330-7_3,Chapter
Towards Ontology Engineering Based on Transformation of Conceptual Models and Spreadsheet Data: A Case Study,Intelligent Systems Applications in Software Engineering,,,,10.1007/978-3-030-30329-7_22,Nikita O. DorodnykhAleksandr Yu. Yurin,2019,https://link.springer.com/chapter/10.1007/978-3-030-30329-7_22,Conference paper
E-commerce: A Brief Introduction,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_11,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_11,Chapter
Web Attacks,Cyber Operations,,,,10.1007/978-1-4842-4294-0_16,Mike O’Leary,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4294-0_16,Chapter
JavaServer Pages,Java EE 8 Recipes,,,,10.1007/978-1-4842-3594-2_2,Josh Juneau,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3594-2_2,Chapter
A Methodology and Tools for Creating Generative Scenario for STEM,Smart STEM-Driven Computer Science Education,,,,10.1007/978-3-319-78485-4_11,Vytautas ŠtuikysRenata Burbaitė,2018,https://link.springer.com/chapter/10.1007/978-3-319-78485-4_11,Chapter
Protection of Systems Against Fuzzing Attacks,Foundations and Practice of Security,,,,10.1007/978-3-030-18419-3_11,Léopold OuairyHélène Le-BouderJean-Louis Lanet,2019,https://link.springer.com/chapter/10.1007/978-3-030-18419-3_11,Conference paper
Authenticating Requests in Drupal 8,Decoupled Drupal in Practice,,,,10.1007/978-1-4842-4072-4_9,Preston So,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4072-4_9,Chapter
Automatically Identifying Security Checks for Detecting Kernel Semantic Bugs,Computer Security – ESORICS 2019,,,,10.1007/978-3-030-29962-0_1,Kangjie LuAditya PakkiQiushi Wu,2019,https://link.springer.com/chapter/10.1007/978-3-030-29962-0_1,Conference paper
Vulnerability Analysis,Beginning Ethical Hacking with Kali Linux,,,,10.1007/978-1-4842-3891-2_10,Sanjib Sinha,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3891-2_10,Chapter
Master the Entire Stack,Pro Oracle SQL Development,,,,10.1007/978-1-4842-4517-0_5,Jon Heller,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4517-0_5,Chapter
Introduction to R Software,Introduction to Statistics Using R,,,,10.1007/978-3-031-02419-1_2,Mustapha Akinkunmi,2019,https://link.springer.com/chapter/10.1007/978-3-031-02419-1_2,Chapter
SQL Mapping,Beginning Ethical Hacking with Kali Linux,,,,10.1007/978-1-4842-3891-2_9,Sanjib Sinha,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3891-2_9,Chapter
MVC and Frameworks,Beginning PHP and MySQL,,,,10.1007/978-1-4302-6044-8_21,Frank M. Kromann,2018,https://link.springer.com/chapter/10.1007/978-1-4302-6044-8_21,Chapter
Secure Coding and Design,Oracle Database Application Security,,,,10.1007/978-1-4842-5367-0_6,Osama MustafaRobert P. Lockard,2019,https://link.springer.com/chapter/10.1007/978-1-4842-5367-0_6,Chapter
Session Handlers,Beginning PHP and MySQL,,,,10.1007/978-1-4302-6044-8_17,Frank M. Kromann,2018,https://link.springer.com/chapter/10.1007/978-1-4302-6044-8_17,Chapter
Understand the software stack,Product Management Essentials,,,,10.1007/978-1-4842-3303-0_5,Aswin Pranam,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3303-0_5,Chapter
Decoupling Drupal 8 Core,Decoupled Drupal in Practice,,,,10.1007/978-1-4842-4072-4_7,Preston So,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4072-4_7,Chapter
Software Management,The NICE Cyber Security Framework,,,,10.1007/978-3-030-41987-5_7,Izzat Alsmadi,2020,https://link.springer.com/chapter/10.1007/978-3-030-41987-5_7,Chapter
CaVa: An Example of the Automatic Generation of Virtual Learning Spaces,Trends and Advances in Information Systems and Technologies,,,,10.1007/978-3-319-77703-0_63,Ricardo G. MartiniCristiana AraújoPedro Rangel HenriquesMaria João Varanda Pereira,2018,https://link.springer.com/chapter/10.1007/978-3-319-77703-0_63,Conference paper
Template Engines: Pug and Handlebars,Practical Node.js,,,,10.1007/978-1-4842-3039-8_4,Azat Mardan,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3039-8_4,Chapter
Finishing the Game,Learning C# by Programming Games,,,,10.1007/978-3-662-59252-6_26,Wouter van TollArjan EggesJeroen D. Fokker,2019,https://link.springer.com/chapter/10.1007/978-3-662-59252-6_26,Chapter
Uploading and Emailing,Practical Android,,,,10.1007/978-1-4842-3333-7_5,Mark Wickham,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3333-7_5,Chapter
Surveillance Data Secure Transmissions,Introduction to Intelligent Surveillance,,,,10.1007/978-3-030-10713-0_3,Wei Qi Yan,2019,https://link.springer.com/chapter/10.1007/978-3-030-10713-0_3,Chapter
HTML,Encyclopedia of Social Network Analysis and Mining,,,,10.1007/978-1-4939-7131-2_364,Ludger Martin,2018,https://link.springer.com/rwe/10.1007/978-1-4939-7131-2_364,Reference work entry
Importing and Exporting Data,Beginning PHP and MySQL,,,,10.1007/978-1-4302-6044-8_35,Frank M. Kromann,2018,https://link.springer.com/chapter/10.1007/978-1-4302-6044-8_35,Chapter
Intelligent Transparent Email Security as Security-as-a-Service from Cloud,"Emerging Research in Computing, Information, Communication and Applications",,,,10.1007/978-981-10-4741-1_54,Deepak H. SharmaC. A. DhoteManish M. Potey,2018,https://link.springer.com/chapter/10.1007/978-981-10-4741-1_54,Conference paper
Delving Deeper in HTTP,Practical Web Scraping for Data Science,,,,10.1007/978-1-4842-3582-9_4,Seppe vanden BrouckeBart Baesens,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3582-9_4,Chapter
Decoupled Drupal,Decoupled Drupal in Practice,,,,10.1007/978-1-4842-4072-4_4,Preston So,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4072-4_4,Chapter
Combating Clickjacking Using Content Security Policy and Aspect Oriented Programming,Advances in Computer and Computational Sciences,,,,10.1007/978-981-10-3773-3_32,Rakhi SinhaDolly UppalRakesh RathiKushal Kanwar,2018,https://link.springer.com/chapter/10.1007/978-981-10-3773-3_32,Conference paper
Front-End Tools,The Definitive Guide to AdonisJs,,,,10.1007/978-1-4842-3390-0_13,Christopher Pitt,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3390-0_13,Chapter
Private Cloud Storage Forensics: Seafile as a Case Study,Handbook of Big Data and IoT Security,,,,10.1007/978-3-030-10543-3_5,Yee-Yang TeingSajad HomayounAli DehghantanhaKim-Kwang Raymond ChooReza M. PariziMohammad HammoudehGregory Epiphaniou,2019,https://link.springer.com/chapter/10.1007/978-3-030-10543-3_5,Chapter
Generating Arbitrary Cross Table Layout in SuperSQL,Intelligent Information and Database Systems,,,,10.1007/978-3-319-75420-8_2,Atsutomo TabataKento GotoMotomichi Toyama,2018,https://link.springer.com/chapter/10.1007/978-3-319-75420-8_2,Conference paper
Web and Database Security,Practical Information Security,,,,10.1007/978-3-319-72119-4_7,Izzat AlsmadiRobert BurdwellAhmed AleroudAbdallah WahbehMahmood Al-QudahAhmad Al-Omari,2018,https://link.springer.com/chapter/10.1007/978-3-319-72119-4_7,Chapter
"Input/Output and Functions to Files, Strings, and Arrays",Programming in HTML and PHP,,,,10.1007/978-3-319-56973-4_8,David R. Brooks,2017,https://link.springer.com/chapter/10.1007/978-3-319-56973-4_8,Chapter
Take a Brief Look at Oracle MySQL 8,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_12,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_12,Chapter
Web Features,PHP 7 Zend Certification Study Guide,,,,10.1007/978-1-4842-3246-0_9,Andrew Beak,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3246-0_9,Chapter
EEG/ERP Data Analysis Toolboxes,EEG Signal Processing and Feature Extraction,,,,10.1007/978-981-13-9113-2_19,Gan Huang,2019,https://link.springer.com/chapter/10.1007/978-981-13-9113-2_19,Chapter
Introducing PDO,Beginning PHP and MySQL,,,,10.1007/978-1-4302-6044-8_28,Frank M. Kromann,2018,https://link.springer.com/chapter/10.1007/978-1-4302-6044-8_28,Chapter
Connectivity,Practical Android,,,,10.1007/978-1-4842-3333-7_2,Mark Wickham,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3333-7_2,Chapter
"HTML Tables, Forms, Lists, and Frames",Programming in HTML and PHP,,,,10.1007/978-3-319-56973-4_3,David R. Brooks,2017,https://link.springer.com/chapter/10.1007/978-3-319-56973-4_3,Chapter
Brief Notes on PHP 7,Pro PHP and jQuery,,,,10.1007/978-1-4842-1230-1_11,Jason LengstorfKeith Wald,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1230-1_11,Chapter
Apache and ModSecurity,Cyber Operations,,,,10.1007/978-1-4842-4294-0_14,Mike O’Leary,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4294-0_14,Chapter
More on Using PHP include,Practical Web Design for Absolute Beginners,,,,10.1007/978-1-4842-1993-5_22,Adrian W. West,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1993-5_22,Chapter
A Defensive Approach for CSRF and Broken Authentication and Session Management Attack,Ambient Communications and Computer Systems,,,,10.1007/978-981-10-7386-1_49,Virginia Mary NadarMadhumita ChatterjeeLeena Jacob,2018,https://link.springer.com/chapter/10.1007/978-981-10-7386-1_49,Conference paper
Raven Authentication Service,Security Protocols XXVI,,,,10.1007/978-3-030-03251-7_1,Graham RymerDavid Llewellyn-Jones,2018,https://link.springer.com/chapter/10.1007/978-3-030-03251-7_1,Conference paper
A Practical Analysis of the Rise in Mobile Phishing,Cyber Threat Intelligence,,,,10.1007/978-3-319-73951-9_8,Brad WardmanMichael WeidemanJakub BurgisNicole HarrisBlake ButlerNate Pratt,2018,https://link.springer.com/chapter/10.1007/978-3-319-73951-9_8,Chapter
API Design Best Practices,REST API Development with Node.js,,,,10.1007/978-1-4842-3715-1_2,Fernando Doglio,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3715-1_2,Chapter
Contributed Modules for Advanced Use Cases,Decoupled Drupal in Practice,,,,10.1007/978-1-4842-4072-4_23,Preston So,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4072-4_23,Chapter
Architecting IoT Cloud,Intelligent Internet of Things,,,,10.1007/978-3-030-30367-9_4,Farshad FirouziBahar Farahani,2020,https://link.springer.com/chapter/10.1007/978-3-030-30367-9_4,Chapter
Security Considerations of Modern Embedded Devices and Networking Equipment,Computer Networks,,,,10.1007/978-3-319-92459-5_30,Błażej Adamczyk,2018,https://link.springer.com/chapter/10.1007/978-3-319-92459-5_30,Conference paper
Strings and Patterns,PHP 7 Zend Certification Study Guide,,,,10.1007/978-1-4842-3246-0_3,Andrew Beak,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3246-0_3,Chapter
The Acyclic Dependencies Principle,Principles of Package Design,,,,10.1007/978-1-4842-4119-6_9,Matthias Noback,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4119-6_9,Chapter
Map Portal: Using Google Maps to Access Your Media,HTML5 and JavaScript Projects,,,,10.1007/978-1-4842-3864-6_5,Jeanine Meyer,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3864-6_5,Chapter
JSPRE: A Large-Scale Detection of Malicious JavaScript Code Based on Pre-filter,Cloud Computing and Security,,,,10.1007/978-3-030-00021-9_52,Bingnan HouJiaping YuBixin LiuZhiping Cai,2018,https://link.springer.com/chapter/10.1007/978-3-030-00021-9_52,Conference paper
Improving Early Attack Detection in Networks with sFlow and SDN,Applied Computer Sciences in Engineering,,,,10.1007/978-3-030-00353-1_29,Alexander LealJuan Felipe BoteroEduardo Jacob,2018,https://link.springer.com/chapter/10.1007/978-3-030-00353-1_29,Conference paper
API Gateways,API Development,,,,10.1007/978-1-4842-4140-0_7,Sascha Preibisch,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4140-0_7,Chapter
Proposed OLEA Management System with Farming Monitoring Processes for Virgin Olive Oil Production Traceability and Assessment,Innovative Approaches and Applications for Sustainable Rural Development,,,,10.1007/978-3-030-02312-6_19,Dimitra PapaefthimiouSotirios KontogiannisAngelos ChatzimparmpasGeorge KokkonisStavros Valsamidis,2019,https://link.springer.com/chapter/10.1007/978-3-030-02312-6_19,Conference paper
PostScript Undead: Pwning the Web with a 35 Years Old Language,"Research in Attacks, Intrusions, and Defenses",,,,10.1007/978-3-030-00470-5_28,Jens MüllerVladislav MladenovDennis FelschJörg Schwenk,2018,https://link.springer.com/chapter/10.1007/978-3-030-00470-5_28,Conference paper
Machine Learning Aided Static Malware Analysis: A Survey and Tutorial,Cyber Threat Intelligence,,,,10.1007/978-3-319-73951-9_2,Andrii ShalaginovSergii BaninAli DehghantanhaKatrin Franke,2018,https://link.springer.com/chapter/10.1007/978-3-319-73951-9_2,Chapter
Mazes,The Essential Guide to HTML5,,,,10.1007/978-1-4842-4155-4_7,Jeanine Meyer,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4155-4_7,Chapter
Choose Your Pwn Adventure: Adding Competition and Storytelling to an Introductory Cybersecurity Course,Transactions on Edutainment XV,,,,10.1007/978-3-662-59351-6_12,Tom ChothiaChris NovakovicAndreea-Ina RaduRichard J. Thomas,2019,https://link.springer.com/chapter/10.1007/978-3-662-59351-6_12,Chapter
Developers’ Initial Perceptions on TDD Practice: A Thematic Analysis with Distinct Domains and Languages,Agile Processes in Software Engineering and Extreme Programming,,,,10.1007/978-3-319-91602-6_5,Joelma ChomaEduardo M. GuerraTiago Silva da Silva,2018,https://link.springer.com/chapter/10.1007/978-3-319-91602-6_5,Conference paper
Getting to Know Webix,Practical Webix,,,,10.1007/978-1-4842-3384-9_2,Frank Zammetti,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3384-9_2,Chapter
Cognitive Services and Custom Vision,Deep Learning with Azure,,,,10.1007/978-1-4842-3679-6_5,Mathew SalvarisDanielle DeanWee Hyong Tok,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3679-6_5,Chapter
Auditing Virtual Network Isolation Across Cloud Layers,Cloud Security Auditing,,,,10.1007/978-3-030-23128-6_4,Suryadipta MajumdarTaous MadiYushun WangAzadeh TabibanMomen OqailyAmir AlimohammadifarYosr JarrayaMakan PourzandiLingyu WangMourad Debbabi,2019,https://link.springer.com/chapter/10.1007/978-3-030-23128-6_4,Chapter
Participatory Culture,Politics and Digital Literature in the Middle East,,,,10.1007/978-3-319-76816-8_4,Nele Lenze,2019,https://link.springer.com/chapter/10.1007/978-3-319-76816-8_4,Chapter
Working with Data: Collections,Learn Computer Science with Swift,,,,10.1007/978-1-4842-3066-4_6,Jesse Feiler,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3066-4_6,Chapter
Towards an Integrated Internet of Things: Current Approaches and Challenges,Internet of Everything,,,,10.1007/978-981-10-5861-5_2,Beniamino Di MartinoAntonio EspositoStefania NacchiaSalvatore Augusto Maisto,2018,https://link.springer.com/chapter/10.1007/978-981-10-5861-5_2,Chapter
Self-adaptive System for the Corporate Area Network Resilience in the Presence of Botnet Cyberattacks,Computer Networks,,,,10.1007/978-3-319-92459-5_31,Sergii LysenkoOleg SavenkoKira BobrovnikovaAndrii Kryshchuk,2018,https://link.springer.com/chapter/10.1007/978-3-319-92459-5_31,Conference paper
Natural Language Interface for Multilingual Database,Information and Communication Technology for Intelligent Systems (ICTIS 2017) - Volume 2,,,,10.1007/978-3-319-63645-0_12,Sharada ValivetiKhushali TripathiGaurang Raval,2018,https://link.springer.com/chapter/10.1007/978-3-319-63645-0_12,Conference paper
Bot or Human? A Behavior-Based Online Bot Detection System,From Database to Cyber Security,,,,10.1007/978-3-030-04834-1_21,Zi ChuSteven GianvecchioHaining Wang,2018,https://link.springer.com/chapter/10.1007/978-3-030-04834-1_21,Chapter
World Wide Web,Inventing the Cloud Century,,,,10.1007/978-3-319-61161-7_10,Marcus OppitzPeter Tomsu,2018,https://link.springer.com/chapter/10.1007/978-3-319-61161-7_10,Chapter
Study of Soft Computing Methods for Large-Scale Multinomial Malware Types and Families Detection,Recent Developments and the New Direction in Soft-Computing Foundations and Applications,,,,10.1007/978-3-319-75408-6_26,Lars Strande GriniAndrii ShalaginovKatrin Franke,2018,https://link.springer.com/chapter/10.1007/978-3-319-75408-6_26,Chapter
PageRank and Generic Entity Summarization for RDF Knowledge Bases,The Semantic Web,,,,10.1007/978-3-319-93417-4_10,Dennis DiefenbachAndreas Thalhammer,2018,https://link.springer.com/chapter/10.1007/978-3-319-93417-4_10,Conference paper
A Novel Semantic-Aware Approach for&#xa0;Detecting Malicious Web Traffic,Information and Communications Security,,,,10.1007/978-3-319-89500-0_54,Jing YangLiming WangZhen Xu,2018,https://link.springer.com/chapter/10.1007/978-3-319-89500-0_54,Conference paper
User-Managed Access,Securing the Perimeter,,,,10.1007/978-1-4842-2601-8_8,Michael SchwartzMaciej Machulak,2018,https://link.springer.com/chapter/10.1007/978-1-4842-2601-8_8,Chapter
